26, 7, 2, 4, 13, 24, 81, 148, 235, 287, 396, 521, 398, 378, 606, 355, 394, 530, 500, 438, 424, 263, 54, 12
6, 5, 5, 6, 25, 27, 53, 205, 296, 337, 308, 362, 404, 391, 349, 477, 508, 611, 393, 347, 465, 251, 184, 50
6, 3, 12, 17, 11, 33, 78, 328, 356, 451, 451, 446, 311, 335, 486, 403, 584, 640, 557, 322, 322, 230, 147, 145
24, 7, 13, 18, 30, 34, 96, 277, 353, 367, 365, 423, 381, 494, 358, 430, 581, 614, 662, 451, 329, 300, 195, 102
8, 3, 8, 23, 31, 24, 71, 203, 334, 250, 288, 422, 478, 486, 357, 508, 558, 705, 681, 484, 465, 385, 174, 52
34, 2, 7, 14, 34, 90, 116, 228, 306, 421, 383, 313, 475, 414, 364, 575, 775, 643, 591, 742, 648, 319, 180, 109
43, 10, 8, 3, 17, 100, 57, 186, 294, 350, 453, 507, 471, 412, 482, 455, 547, 486, 573, 489, 426, 302, 121, 68
